paths    spawn_tags    blacklisted    spawn_value    spawn_price    prob_accompanying_obj    all_accompanying_obj
/obj/item/gun/projectile/automatic/modular/ak/makeshift    obj;item;part;guns;part_gun    blacklisted=0    spawn_value=6.66667   spawn_price=1000   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/gun/projectile/automatic/modular/ak/makeshift/preset    gun_handmade    blacklisted=0    spawn_value=6.3857   spawn_price=1066   prob_accompanying_obj=100    accompanying_objs=/obj/item/ammo_magazine/lrifle
/obj/item/gun/projectile/automatic/modular/mk58/gray    obj;item;part;guns;part_gun    blacklisted=0    spawn_value=8.60585   spawn_price=662   prob_accompanying_obj=100    accompanying_objs=/obj/item/ammo_magazine/pistol
/obj/item/gun/projectile/automatic/modular/mk58/gray/stock    obj;item;guns;gun;gun_projectile    blacklisted=0    spawn_value=8.60585   spawn_price=662   prob_accompanying_obj=100    accompanying_objs=/obj/item/ammo_magazine/pistol
/obj/item/gun/projectile/automatic/modular/mk58/gray/wood    obj;item;guns;gun;gun_projectile    blacklisted=0    spawn_value=8.60585   spawn_price=662   prob_accompanying_obj=100    accompanying_objs=/obj/item/ammo_magazine/pistol
/obj/item/gun/projectile/automatic/modular/mk58/black    obj;item;part;guns;part_gun    blacklisted=0    spawn_value=8.60585   spawn_price=662   prob_accompanying_obj=100    accompanying_objs=/obj/item/ammo_magazine/pistol
/obj/item/gun/projectile/automatic/modular/mk58/black/army    obj;item;guns;gun;gun_projectile    blacklisted=0    spawn_value=8.60585   spawn_price=662   prob_accompanying_obj=100    accompanying_objs=/obj/item/ammo_magazine/pistol
/obj/item/gun/projectile/automatic/modular/mk58/tan    obj;item;part;guns;part_gun    blacklisted=0    spawn_value=8.60585   spawn_price=662   prob_accompanying_obj=100    accompanying_objs=/obj/item/ammo_magazine/pistol
/obj/item/gun/projectile/automatic/modular/mk58/tan/army    obj;item;guns;gun;gun_projectile    blacklisted=0    spawn_value=8.60585   spawn_price=662   prob_accompanying_obj=100    accompanying_objs=/obj/item/ammo_magazine/pistol
/obj/item/gun/projectile/automatic/modular/mk58/alternate    obj;item;part;guns;part_gun    blacklisted=0    spawn_value=8.60585   spawn_price=662   prob_accompanying_obj=100    accompanying_objs=/obj/item/ammo_magazine/pistol
/obj/item/gun/projectile/automatic/modular/wintermute    obj;item;guns;gun;gun_projectile    blacklisted=1    spawn_value=6.38978   spawn_price=1065   prob_accompanying_obj=100    accompanying_objs=/obj/item/ammo_magazine/srifle
/obj/item/gun/projectile/automatic/modular/wintermute/finished    obj;item;guns;gun;gun_projectile;frozen_star;frozen_star_projectile    blacklisted=1    spawn_value=6.38162   spawn_price=1067   prob_accompanying_obj=100    accompanying_objs=/obj/item/ammo_magazine/srifle/long
/obj/item/gun/projectile/automatic/atreides    obj;item;guns;gun;gun_projectile    blacklisted=0    spawn_value=7.31529   spawn_price=867   prob_accompanying_obj=100    accompanying_objs=/obj/item/ammo_magazine/smg
/obj/item/gun/projectile/automatic/dallas    obj;item;guns;gun;gun_projectile    blacklisted=0    spawn_value=0.863573   spawn_price=5079.8   prob_accompanying_obj=100    accompanying_objs=/obj/item/ammo_magazine/c10x24
/obj/item/gun/projectile/automatic/drozd    obj;item;guns;gun;gun_projectile    blacklisted=0    spawn_value=3.61664   spawn_price=2265   prob_accompanying_obj=100    accompanying_objs=/obj/item/ammo_magazine/msmg
/obj/item/gun/projectile/automatic/luty    gun_handmade    blacklisted=1    spawn_value=20   spawn_price=0   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/gun/projectile/automatic/molly    obj;item;guns;gun;gun_projectile;frozen_star;frozen_star_projectile    blacklisted=0    spawn_value=6.38162   spawn_price=1067   prob_accompanying_obj=100    accompanying_objs=/obj/item/ammo_magazine/smg
/obj/item/gun/projectile/automatic/motherfucker    gun_handmade    blacklisted=0    spawn_value=12.4688   spawn_price=302   prob_accompanying_obj=100    accompanying_objs=/obj/item/ammo_casing/pistol, /obj/item/ammo_casing/pistol, /obj/item/ammo_casing/pistol, /obj/item/ammo_casing/pistol, /obj/item/ammo_casing/pistol, /obj/item/ammo_casing/pistol, /obj/item/ammo_casing/pistol, /obj/item/ammo_casing/pistol, /obj/item/ammo_casing/pistol,/obj/item/ammo_casing/pistol
/obj/item/gun/projectile/automatic/slaught_o_matic    obj;item;guns;gun;gun_projectile    blacklisted=0    spawn_value=2.39981   spawn_price=167   prob_accompanying_obj=100    accompanying_objs=/obj/item/ammo_magazine/smg
/obj/item/gun/projectile/automatic/sol    obj;item;guns;gun;gun_projectile;frozen_star;frozen_star_projectile    blacklisted=0    spawn_value=3.48918   spawn_price=2366   prob_accompanying_obj=100    accompanying_objs=/obj/item/ammo_magazine/ihclrifle
/obj/item/gun/projectile/automatic/straylight    obj;item;guns;gun;gun_projectile;frozen_star;frozen_star_projectile    blacklisted=0    spawn_value=5.08388   spawn_price=1467   prob_accompanying_obj=100    accompanying_objs=/obj/item/ammo_magazine/smg
/obj/item/gun/projectile/automatic/sts35    obj;item;guns;gun;gun_projectile    blacklisted=0    spawn_value=2.58665   spawn_price=3366   prob_accompanying_obj=100    accompanying_objs=/obj/item/ammo_magazine/lrifle
/obj/item/gun/projectile/automatic/type_17    onestar;gun_os    blacklisted=1    spawn_value=2.29043   spawn_price=3866   prob_accompanying_obj=100    accompanying_objs=/obj/item/ammo_magazine/lrifle
/obj/item/gun/projectile/automatic/vintorez    obj;item;guns;gun;gun_projectile    blacklisted=0    spawn_value=2.19058   spawn_price=4065   prob_accompanying_obj=100    accompanying_objs=/obj/item/ammo_magazine/srifle
/obj/item/gun/projectile/automatic/z8    obj;item;guns;gun;gun_projectile;frozen_star;frozen_star_projectile    blacklisted=0    spawn_value=2.65604   spawn_price=3265   prob_accompanying_obj=100    accompanying_objs=/obj/item/ammo_magazine/srifle
/obj/item/gun/projectile/automatic/zoric    obj;item;guns;gun;gun_projectile    blacklisted=0    spawn_value=3.89864   spawn_price=2065   prob_accompanying_obj=100    accompanying_objs=/obj/item/ammo_magazine/msmg
/obj/item/gun/projectile/shotgun/pump    obj;item;guns;gun;gun_projectile;shotgun;frozen_star;frozen_star_shotgun    blacklisted=0    spawn_value=5.54324   spawn_price=804   prob_accompanying_obj=100    accompanying_objs=/obj/item/ammo_casing/shotgun/beanbag, /obj/item/ammo_casing/shotgun/beanbag, /obj/item/ammo_casing/shotgun/beanbag,/obj/item/ammo_casing/shotgun/beanbag
/obj/item/gun/projectile/shotgun/pump/grenade    obj;item;guns;gun;gun_projectile;shotgun;frozen_star;frozen_star_shotgun    blacklisted=0    spawn_value=2.49938   spawn_price=3001   prob_accompanying_obj=100    accompanying_objs=/obj/item/ammo_casing/grenade, /obj/item/ammo_casing/grenade, /obj/item/ammo_casing/grenade, /obj/item/ammo_casing/grenade,/obj/item/ammo_casing/grenade
/obj/item/gun/projectile/shotgun/pump/grenade/lenar    obj;item;guns;gun;gun_projectile;shotgun;frozen_star;frozen_star_shotgun    blacklisted=0    spawn_value=2.49938   spawn_price=3001   prob_accompanying_obj=100    accompanying_objs=/obj/item/ammo_casing/grenade, /obj/item/ammo_casing/grenade, /obj/item/ammo_casing/grenade, /obj/item/ammo_casing/grenade,/obj/item/ammo_casing/grenade
/obj/item/gun/projectile/shotgun/pump/grenade/makeshift    gun_handmade    blacklisted=0    spawn_value=6.66667   spawn_price=500   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/gun/projectile/shotgun/pump/grenade/china    obj;item;guns;gun;gun_projectile;shotgun;frozen_star;frozen_star_shotgun    blacklisted=0    spawn_value=1.81798   spawn_price=4500.6   prob_accompanying_obj=100    accompanying_objs=/obj/item/ammo_casing/grenade, /obj/item/ammo_casing/grenade,/obj/item/ammo_casing/grenade
/obj/item/gun/projectile/shotgun/pump/gladstone    obj;item;guns;gun;gun_projectile;shotgun;frozen_star;frozen_star_shotgun    blacklisted=0    spawn_value=3.55999   spawn_price=1809   prob_accompanying_obj=100    accompanying_objs=/obj/item/ammo_casing/shotgun, /obj/item/ammo_casing/shotgun, /obj/item/ammo_casing/shotgun, /obj/item/ammo_casing/shotgun, /obj/item/ammo_casing/shotgun, /obj/item/ammo_casing/shotgun, /obj/item/ammo_casing/shotgun, /obj/item/ammo_casing/shotgun,/obj/item/ammo_casing/shotgun
/obj/item/gun/projectile/shotgun/pump/ks    obj;item;guns;gun;gun_projectile;shotgun;frozen_star;frozen_star_shotgun    blacklisted=1    spawn_value=3.32889   spawn_price=2004   prob_accompanying_obj=100    accompanying_objs=/obj/item/ammo_casing/shotgun/pellet/scrap, /obj/item/ammo_casing/shotgun/pellet/scrap, /obj/item/ammo_casing/shotgun/pellet/scrap,/obj/item/ammo_casing/shotgun/pellet/scrap
/obj/item/gun/projectile/shotgun/pump/sawn    obj;item;guns;gun;gun_projectile;shotgun;frozen_star;frozen_star_shotgun    blacklisted=1    spawn_value=7.39098   spawn_price=353   prob_accompanying_obj=100    accompanying_objs=/obj/item/ammo_casing/shotgun/pellet/scrap, /obj/item/ammo_casing/shotgun/pellet/scrap,/obj/item/ammo_casing/shotgun/pellet/scrap
/obj/item/gun/projectile/shotgun/pump/regulator    obj;item;guns;gun;gun_projectile;shotgun;frozen_star;frozen_star_shotgun    blacklisted=0    spawn_value=3.32557   spawn_price=2007   prob_accompanying_obj=100    accompanying_objs=/obj/item/ammo_casing/shotgun, /obj/item/ammo_casing/shotgun, /obj/item/ammo_casing/shotgun, /obj/item/ammo_casing/shotgun, /obj/item/ammo_casing/shotgun, /obj/item/ammo_casing/shotgun,/obj/item/ammo_casing/shotgun
/obj/item/gun/projectile/shotgun/pump/regulator/army    obj;item;guns;gun;gun_projectile;shotgun;frozen_star;frozen_star_shotgun    blacklisted=0    spawn_value=3.11818   spawn_price=2207   prob_accompanying_obj=100    accompanying_objs=/obj/item/ammo_casing/shotgun, /obj/item/ammo_casing/shotgun, /obj/item/ammo_casing/shotgun, /obj/item/ammo_casing/shotgun, /obj/item/ammo_casing/shotgun, /obj/item/ammo_casing/shotgun,/obj/item/ammo_casing/shotgun
/obj/item/gun/projectile/shotgun/bojevic    obj;item;guns;gun;gun_projectile;shotgun    blacklisted=0    spawn_value=1.97006   spawn_price=4076   prob_accompanying_obj=100    accompanying_objs=/obj/item/ammo_magazine/m12
/obj/item/gun/projectile/shotgun/bull    obj;item;guns;gun;gun_projectile;shotgun;frozen_star;frozen_star_shotgun    blacklisted=0    spawn_value=3.32557   spawn_price=2007   prob_accompanying_obj=100    accompanying_objs=/obj/item/ammo_casing/shotgun, /obj/item/ammo_casing/shotgun, /obj/item/ammo_casing/shotgun, /obj/item/ammo_casing/shotgun, /obj/item/ammo_casing/shotgun, /obj/item/ammo_casing/shotgun,/obj/item/ammo_casing/shotgun
/obj/item/gun/projectile/shotgun/doublebarrel    obj;item;guns;gun;gun_projectile;shotgun    blacklisted=0    spawn_value=4.54133   spawn_price=1202   prob_accompanying_obj=100    accompanying_objs=/obj/item/ammo_casing/shotgun/beanbag,/obj/item/ammo_casing/shotgun/beanbag
/obj/item/gun/projectile/shotgun/doublebarrel/pellet    obj;item;guns;gun;gun_projectile;shotgun    blacklisted=0    spawn_value=4.54133   spawn_price=1202   prob_accompanying_obj=100    accompanying_objs=/obj/item/ammo_casing/shotgun/pellet,/obj/item/ammo_casing/shotgun/pellet
/obj/item/gun/projectile/shotgun/doublebarrel/sawn    obj;item;guns;gun;gun_projectile;shotgun    blacklisted=0    spawn_value=4.54133   spawn_price=1202   prob_accompanying_obj=100    accompanying_objs=/obj/item/ammo_casing/shotgun/pellet,/obj/item/ammo_casing/shotgun/pellet
/obj/item/gun/projectile/shotgun/slidebarrel    gun_handmade    blacklisted=0    spawn_value=7.99361   spawn_price=251   prob_accompanying_obj=100    accompanying_objs=/obj/item/ammo_casing/shotgun
/obj/item/gun/projectile/shotgun/type_21    onestar;gun_os    blacklisted=1    spawn_value=2.28519   spawn_price=3376   prob_accompanying_obj=100    accompanying_objs=/obj/item/ammo_magazine/m12
/obj/item/gun/projectile/dartgun    obj;item;guns;gun;gun_projectile    blacklisted=0    spawn_value=9.42507   spawn_price=61   prob_accompanying_obj=100    accompanying_objs=/obj/item/ammo_magazine/chemdart
/obj/item/gun/projectile/flare_gun    obj;item;guns;gun;gun_projectile    blacklisted=0    spawn_value=11.1037   spawn_price=0.6   prob_accompanying_obj=100    accompanying_objs=/obj/item/ammo_casing/flare
/obj/item/gun/projectile/flare_gun/shotgun    obj;item;guns;gun;gun_projectile    blacklisted=1    spawn_value=11.1037   spawn_price=0.6   prob_accompanying_obj=100    accompanying_objs=/obj/item/ammo_casing/flare
/obj/item/gun/projectile/heavysniper    obj;item;guns;gun;gun_projectile    blacklisted=0    spawn_value=0.714276   spawn_price=5000.2   prob_accompanying_obj=100    accompanying_objs=/obj/item/ammo_casing/antim
/obj/item/gun/projectile/type_47    onestar;gun_os    blacklisted=1    spawn_value=2.88517   spawn_price=2966   prob_accompanying_obj=100    accompanying_objs=/obj/item/ammo_magazine/ihclrifle
/obj/item/gun/projectile/boltgun    obj;item;guns;gun;gun_projectile    blacklisted=1    spawn_value=6.82128   spawn_price=966   prob_accompanying_obj=100    accompanying_objs=/obj/item/ammo_magazine/lrifle
/obj/item/gun/projectile/boltgun/serbian    obj;item;guns;gun;gun_projectile    blacklisted=0    spawn_value=6.82128   spawn_price=966   prob_accompanying_obj=100    accompanying_objs=/obj/item/ammo_magazine/lrifle
/obj/item/gun/projectile/boltgun/fs    obj;item;guns;gun;gun_projectile    blacklisted=1    spawn_value=5.66572   spawn_price=1265   prob_accompanying_obj=100    accompanying_objs=/obj/item/ammo_magazine/srifle
/obj/item/gun/projectile/boltgun/fs/civilian    obj;item;guns;gun;gun_projectile    blacklisted=0    spawn_value=6.38978   spawn_price=1065   prob_accompanying_obj=100    accompanying_objs=/obj/item/ammo_magazine/srifle
/obj/item/gun/projectile/boltgun/handmade    gun_handmade    blacklisted=0    spawn_value=7.32064   spawn_price=866   prob_accompanying_obj=100    accompanying_objs=/obj/item/ammo_magazine/lrifle
/obj/item/gun/projectile/boltgun/obrez    obj;item;guns;gun;gun_projectile    blacklisted=1    spawn_value=8.57633   spawn_price=666   prob_accompanying_obj=100    accompanying_objs=/obj/item/ammo_magazine/lrifle
/obj/item/gun/projectile/boltgun/obrez/serbian    obj;item;guns;gun;gun_projectile    blacklisted=1    spawn_value=8.57633   spawn_price=666   prob_accompanying_obj=100    accompanying_objs=/obj/item/ammo_magazine/lrifle
/obj/item/gun/projectile/boltgun/obrez/handmade    obj;item;guns;gun;gun_projectile    blacklisted=1    spawn_value=8.57633   spawn_price=666   prob_accompanying_obj=100    accompanying_objs=/obj/item/ammo_magazine/lrifle
/obj/item/gun/projectile/boltgun/levergun    obj;item;guns;gun;gun_projectile    blacklisted=1    spawn_value=6.83995   spawn_price=962   prob_accompanying_obj=100    accompanying_objs=/obj/item/ammo_magazine/magnum
/obj/item/gun/projectile/boltgun/levergun/sawn    obj;item;guns;gun;gun_projectile    blacklisted=1    spawn_value=6.83995   spawn_price=962   prob_accompanying_obj=100    accompanying_objs=/obj/item/ammo_magazine/magnum
/obj/item/gun/projectile/boltgun/levergun/shotgun    obj;item;guns;gun;gun_projectile    blacklisted=1    spawn_value=6.83995   spawn_price=962   prob_accompanying_obj=100    accompanying_objs=/obj/item/ammo_magazine/magnum
/obj/item/gun/projectile/boltgun/levergun/shotgun/sawn    obj;item;guns;gun;gun_projectile    blacklisted=1    spawn_value=6.83995   spawn_price=962   prob_accompanying_obj=100    accompanying_objs=/obj/item/ammo_magazine/magnum
/obj/item/gun/projectile/kovacs    obj;item;guns;gun;gun_projectile    blacklisted=0    spawn_value=3.61533   spawn_price=2266   prob_accompanying_obj=100    accompanying_objs=/obj/item/ammo_magazine/lrifle
/obj/item/gun/projectile/rpg    obj;item;guns;gun;gun_projectile    blacklisted=1    spawn_value=1.17644   spawn_price=8000.2   prob_accompanying_obj=100    accompanying_objs=/obj/item/ammo_casing/rocket
/obj/item/gun/projectile/avasarala    obj;item;guns;gun;gun_projectile;frozen_star;frozen_star_projectile    blacklisted=0    spawn_value=4.62535   spawn_price=1662   prob_accompanying_obj=100    accompanying_objs=/obj/item/ammo_magazine/magnum
/obj/item/gun/projectile/colt    obj;item;guns;gun;gun_projectile;frozen_star;frozen_star_projectile    blacklisted=0    spawn_value=6.83995   spawn_price=962   prob_accompanying_obj=100    accompanying_objs=/obj/item/ammo_magazine/pistol
/obj/item/gun/projectile/giskard    obj;item;guns;gun;gun_projectile;frozen_star;frozen_star_projectile    blacklisted=0    spawn_value=10.395   spawn_price=462   prob_accompanying_obj=100    accompanying_objs=/obj/item/ammo_magazine/pistol
/obj/item/gun/projectile/gyropistol    obj;item;guns;gun;gun_projectile    blacklisted=1    spawn_value=0.796128   spawn_price=2560.8   prob_accompanying_obj=100    accompanying_objs=/obj/item/ammo_magazine/a75
/obj/item/gun/projectile/lamia    obj;item;guns;gun;gun_projectile;frozen_star;frozen_star_projectile    blacklisted=0    spawn_value=3.3761   spawn_price=2462   prob_accompanying_obj=100    accompanying_objs=/obj/item/ammo_magazine/magnum
/obj/item/gun/projectile/mandella    obj;item;guns;gun;gun_projectile;frozen_star;frozen_star_projectile    blacklisted=0    spawn_value=4.84966   spawn_price=1562   prob_accompanying_obj=100    accompanying_objs=/obj/item/ammo_magazine/cspistol
/obj/item/gun/projectile/olivaw    obj;item;guns;gun;gun_projectile;frozen_star;frozen_star_projectile    blacklisted=0    spawn_value=8.60585   spawn_price=662   prob_accompanying_obj=100    accompanying_objs=/obj/item/ammo_magazine/pistol
/obj/item/gun/projectile/paco    obj;item;guns;gun;gun_projectile;frozen_star;frozen_star_projectile    blacklisted=0    spawn_value=4.84966   spawn_price=1562   prob_accompanying_obj=100    accompanying_objs=/obj/item/ammo_magazine/pistol
/obj/item/gun/projectile/selfload    obj;item;guns;gun;gun_projectile    blacklisted=0    spawn_value=3.75657   spawn_price=1062   prob_accompanying_obj=100    accompanying_objs=/obj/item/ammo_magazine/pistol
/obj/item/gun/projectile/selfload/makarov    obj;item;guns;gun;gun_projectile    blacklisted=0    spawn_value=3.26584   spawn_price=1462   prob_accompanying_obj=100    accompanying_objs=/obj/item/ammo_magazine/pistol
/obj/item/gun/projectile/selfload/moebius    obj;item;guns;gun;gun_projectile    blacklisted=0    spawn_value=3.75657   spawn_price=1062   prob_accompanying_obj=100    accompanying_objs=/obj/item/ammo_magazine/pistol
/obj/item/gun/projectile/type_62    onestar;gun_os    blacklisted=1    spawn_value=3.0656   spawn_price=2762   prob_accompanying_obj=100    accompanying_objs=/obj/item/ammo_magazine/magnum
/obj/item/gun/projectile/type_90    onestar;gun_os    blacklisted=1    spawn_value=2.24115   spawn_price=3962   prob_accompanying_obj=100    accompanying_objs=/obj/item/ammo_magazine/pistol
/obj/item/gun/projectile/revolver    obj;item;guns;gun;gun_projectile    blacklisted=0    spawn_value=3.90442   spawn_price=2061.2   prob_accompanying_obj=100    accompanying_objs=/obj/item/ammo_magazine/slmagnum
/obj/item/gun/projectile/revolver/capgun    obj;item;toy    blacklisted=1    spawn_value=13.1372   spawn_price=261.2   prob_accompanying_obj=100    accompanying_objs=/obj/item/ammo_magazine/caps
/obj/item/gun/projectile/revolver/consul    obj;item;guns;gun;gun_projectile;frozen_star;frozen_star_projectile    blacklisted=0    spawn_value=4.42243   spawn_price=1761.2   prob_accompanying_obj=100    accompanying_objs=/obj/item/ammo_magazine/slmagnum
/obj/item/gun/projectile/revolver/deckard    obj;item;guns;gun;gun_projectile;frozen_star;frozen_star_projectile    blacklisted=0    spawn_value=2.73134   spawn_price=3161.2   prob_accompanying_obj=100    accompanying_objs=/obj/item/ammo_magazine/slmagnum
/obj/item/gun/projectile/revolver/handmade    gun_handmade    blacklisted=0    spawn_value=12.3274   spawn_price=311.2   prob_accompanying_obj=100    accompanying_objs=/obj/item/ammo_magazine/slmagnum
/obj/item/gun/projectile/revolver/havelock    obj;item;guns;gun;gun_projectile;frozen_star;frozen_star_projectile    blacklisted=0    spawn_value=8.61178   spawn_price=661.2   prob_accompanying_obj=100    accompanying_objs=/obj/item/ammo_magazine/slpistol
/obj/item/gun/projectile/revolver/hornet    obj;item;guns;gun;gun_projectile    blacklisted=0    spawn_value=3.37655   spawn_price=2461.6   prob_accompanying_obj=100    accompanying_objs=/obj/item/ammo_magazine/slsrifle_rev
/obj/item/gun/projectile/revolver/mateba    obj;item;guns;gun;gun_projectile;frozen_star;frozen_star_projectile    blacklisted=0    spawn_value=2.80804   spawn_price=3061.2   prob_accompanying_obj=100    accompanying_objs=/obj/item/ammo_magazine/slmagnum
/obj/item/gun/projectile/revolver/medium    obj;item;guns;gun;gun_projectile    blacklisted=0    spawn_value=3.90442   spawn_price=2061.2   prob_accompanying_obj=100    accompanying_objs=/obj/item/ammo_magazine/slmagnum
/obj/item/gun/projectile/revolver/medium/marooned    obj;item;guns;gun;gun_projectile    blacklisted=1    spawn_value=3.90442   spawn_price=2061.2   prob_accompanying_obj=100    accompanying_objs=/obj/item/ammo_magazine/slmagnum
/obj/item/gun/energy/chameleon    obj;item;guns;gun;gun_energy;contraband;chameleon    blacklisted=1    spawn_value=3.84615   spawn_price=100   prob_accompanying_obj=100    accompanying_objs=/obj/item/cell/medium
/obj/item/gun/energy/taser    obj;item;guns;gun;gun_energy    blacklisted=0    spawn_value=3.84615   spawn_price=2100   prob_accompanying_obj=100    accompanying_objs=/obj/item/cell/medium
/obj/item/gun/energy/ionrifle    obj;item;guns;gun;gun_energy    blacklisted=0    spawn_value=2.77778   spawn_price=3100   prob_accompanying_obj=100    accompanying_objs=/obj/item/cell/medium
/obj/item/gun/energy/laser    obj;item;guns;gun;gun_energy    blacklisted=0    spawn_value=3.22581   spawn_price=2600   prob_accompanying_obj=100    accompanying_objs=/obj/item/cell/medium
/obj/item/gun/energy/laser/practice    obj;item;guns;gun;gun_energy    blacklisted=0    spawn_value=6.25   spawn_price=1100   prob_accompanying_obj=100    accompanying_objs=/obj/item/cell/medium
/obj/item/gun/energy/laser/makeshift    gun_handmade    blacklisted=0    spawn_value=9.09091   spawn_price=600   prob_accompanying_obj=100    accompanying_objs=/obj/item/cell/medium
/obj/item/gun/energy/laser/makeshift_pistol    gun_handmade    blacklisted=0    spawn_value=11.7647   spawn_price=350   prob_accompanying_obj=100    accompanying_objs=/obj/item/cell/medium
/obj/item/gun/energy/plasma    obj;item;guns;gun;gun_energy    blacklisted=0    spawn_value=1.96078   spawn_price=4600   prob_accompanying_obj=100    accompanying_objs=/obj/item/cell/medium
/obj/item/gun/energy/plasma/stranger    obj;item;guns;gun;gun_energy    blacklisted=1    spawn_value=1.8018   spawn_price=5050   prob_accompanying_obj=100    accompanying_objs=/obj/item/cell/small
/obj/item/gun/energy/plasma/destroyer    obj;item;guns;gun;gun_energy    blacklisted=0    spawn_value=1.96078   spawn_price=4600   prob_accompanying_obj=100    accompanying_objs=/obj/item/cell/medium
/obj/item/gun/energy/plasma/cassad    obj;item;guns;gun;gun_energy;frozen_star;frozen_star_energy    blacklisted=0    spawn_value=2.77778   spawn_price=3100   prob_accompanying_obj=100    accompanying_objs=/obj/item/cell/medium
/obj/item/gun/energy/plasma/brigador    obj;item;guns;gun;gun_energy    blacklisted=0    spawn_value=1.9802   spawn_price=4550   prob_accompanying_obj=100    accompanying_objs=/obj/item/cell/small
/obj/item/gun/energy/crossbow    obj;item;guns;gun;gun_energy    blacklisted=0    spawn_value=3.33333   spawn_price=2500   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/gun/energy/crossbow/ninja    obj;item;guns;gun;gun_energy    blacklisted=0    spawn_value=3.33333   spawn_price=2500   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/gun/energy/crossbow/largecrossbow    obj;item;guns;gun;gun_energy    blacklisted=0    spawn_value=2.22222   spawn_price=4000   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/gun/energy/decloner    obj;item;guns;gun;gun_energy    blacklisted=0    spawn_value=4.7619   spawn_price=1600   prob_accompanying_obj=100    accompanying_objs=/obj/item/cell/medium
/obj/item/gun/energy/gun    obj;item;guns;gun;gun_energy    blacklisted=0    spawn_value=4.54545   spawn_price=1700   prob_accompanying_obj=100    accompanying_objs=/obj/item/cell/medium
/obj/item/gun/energy/gun/mounted    obj;item;guns;gun;gun_energy    blacklisted=1    spawn_value=4.7619   spawn_price=1600   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/gun/energy/gun/martin    obj;item;guns;gun;gun_energy;frozen_star;frozen_star_energy    blacklisted=0    spawn_value=8   spawn_price=750   prob_accompanying_obj=100    accompanying_objs=/obj/item/cell/small
/obj/item/gun/energy/floragun    obj;item;guns;gun;gun_energy;botanical    blacklisted=0    spawn_value=6.66667   spawn_price=1000   prob_accompanying_obj=100    accompanying_objs=nothing
